"","fips","year","uranium_avg_excess","arsenic_avg_excess","dehp_avg_excess","nitrates_avg_excess","haa_avg_excess","thm_avg_excess","county","total_med","total_agri_fish_mine","agri_fish_hunt","mining_quarrying_oilgas_extract","construction","manufacturing","wholesale_trade","retail_trade","transport_warehouse_utilities","transport_warehouse","utilities","information","fin_ins_realest","fin_ins","realest_rent_lease","total_prof_sci_mgmt_admin","prof_sci_tech","admin_sup","total_edu_health_social","edu_serv","health_social","total_arts_ent_acc_food","arts_ent_rec","acc_food_serv","other_ser","pub_admin","maxcontam"
"2266","21221","2012",0,0,0,0,0,0,"Trigg County, Kentucky",-0.0078975755,-0.0425007585,-0.00090528966666667,0.1155048335,0.1068760015,-0.0245918563333333,-0.0466809256666667,0.212147474333333,0.0733235318333333,-0.0145537065,-0.105377392833333,0.0183825096666667,0.011808061,0.000446013166666665,0.0301154821666667,0.00911698916666667,0.0388121193333333,-0.048641194,0.0238679965,-0.00784868616666667,0.252234826,0.313434487333333,-0.096029544,1.297339452,-0.129032047,-0.304270705333333,0
"2267","21221","2013",0,0,0,0,0,0,"Trigg County, Kentucky",0.0352223805,0.0945095035,0.0908698703333333,-0.0296195715,-0.2012927045,0.0790405366666667,0.0688544213333333,0.114934518333333,0.127676649833333,0.6770060415,0.0357993611666667,-0.00961565733333333,0.016177459,0.0117288291666667,-0.0740160678333333,-0.112919522833333,0.0249309813333333,-0.082924274,0.0332799715,0.109471595833333,-0.060882721,-0.214933713666667,-0.103400502,-0.334125608,-0.035220171,0.206890876666667,0
"2268","21221","2014",0,0,0,0,0,0,"Trigg County, Kentucky",0.0062765375,0.1106464685,0.215975936333333,-0.0365480385,0.1790020955,-0.0164572073333333,-0.0856153876666667,-0.154065501666667,-0.132448618166667,-0.6928402985,0.202243905166667,0.0264683116666667,-0.193937199,-0.181104112833333,0.00697459916666667,0.00718069116666667,-0.0731068126666667,-0.058733823,-0.0513164555,-0.0344707911666667,-0.061505544,0.172886336333333,0.061327634,-0.21584779,0.521341878,-0.432002263333333,0
"2269","21221","2015",0,0,0,0,0,0,"Trigg County, Kentucky",-0.0709933505,-0.1831062095,-0.322756007666667,-0.0447931765,0.0336487055,-0.0121333843333333,0.0285917393333333,-0.215296509666667,-0.0800470161666667,0.2691790195,-0.203090998833333,-0.0110455983333333,0.00016709,0.111516816166667,0.00668470316666667,-0.112974485833333,0.000413897333333332,-0.085522559,-0.0371730875,-0.116325327166667,-0.066782994,-0.300567932666667,0.00465767,-0.336473428,-0.122270728,0.0204646986666667,0
"2270","21221","2016",0,0,0,0,0,0,"Trigg County, Kentucky",0.0510058765,0.0473653845,0.0897511983333333,-0.0547697165,-0.0791078525,-0.00207086233333334,0.0754277023333333,0.100594968333333,0.00864456983333333,-0.1139683435,0.0283503021666667,-0.0160319883333333,0.173935911,0.0751488501666667,0.00638467716666667,0.323667422166667,0.00944468233333333,0.358465462,0.0425889665,0.0363285398333333,-0.003454315,0.155999935333333,0.103158497,-0.089150639,-0.128049133,0.540910870666667,0
"2283","21227","2011",0,0,0,0,0.0565,0,"Warren County, Kentucky",-0.004785763,-0.0124903203333333,0.0553773976666667,0.0809154853333333,0.0265443851666667,0.000986932166666668,-0.193885098833333,0.0272315796666667,0.0763851968333333,0.0968689403333333,-0.0148077846666667,0.045247541,0.0806660155,0.0588863186666667,0.00448951866666666,0.0190457381666667,-0.0124134773333333,-0.0531328806666667,-0.0602800001666667,-0.0754897495,-0.0428755915,0.0545250825,0.332922817,0.0253998383333333,0.0642821228333333,-0.0561653921666667,0.0565
"2284","21227","2012",0,0,0,0,0,0.0395625,"Warren County, Kentucky",0.016359159,0.160670577666667,-0.0239131883333333,-0.00964772066666666,0.00390026816666667,-0.00396145183333333,0.0924989111666667,0.0160763456666667,0.0272128128333333,9.69173333333316e-05,0.0168754943333333,0.004563137,0.0240619775,-0.0137745243333333,0.225446480666667,-0.0221813578333333,0.00783682266666667,0.0362770693333333,0.0703350178333333,0.0897239635,0.0574760425,0.0371617175,-0.084658801,0.0510502413333333,-0.122421108166667,0.140279042833333,0.079125
"2285","21227","2013",0,0,0,0,0,0,"Warren County, Kentucky",-0.00365219,-0.0629633733333333,-0.0255375903333333,-0.0290132466666667,-0.0227500988333333,-0.0124928348333333,0.0395969441666667,0.00789028866666667,0.00593621683333333,0.00998196233333333,-0.0120245236666667,0.042161795,-0.000656448500000001,-0.0225362063333333,0.0320657656666667,0.00676899616666667,-0.0207164343333333,-0.0205909366666667,-0.0108526751666667,0.000118228500000001,-0.0159948095,-0.0286265525,-0.043792098,-0.0290193046666667,0.0234964728333333,0.00376097983333333,0
"2286","21227","2014",0,0,0,0,0,0,"Warren County, Kentucky",-0.017058383,-0.0741519943333333,0.106417807666667,-0.0253080076666667,0.00883329916666667,0.0344735391666667,-0.00425636183333333,0.0456375636666667,-0.0500230341666667,-0.107065355666667,-0.0353176626666667,-0.107282127,-0.0720147605,-0.0633002143333333,-0.197353809333333,-0.0632574288333333,-0.0875352943333333,0.00920753933333333,-0.0761714411666667,-0.1024016655,-0.0325483325,0.0198760795,-0.034844584,0.0266122113333333,-0.00762862716666667,0.00652659883333333,0
"2287","21227","2015",0,0,0,0,0,0,"Warren County, Kentucky",-0.001805945,-0.0593901453333333,-0.0608554513333333,0.101637036333333,-0.0444433038333333,-0.00413934483333333,-0.00580849083333333,0.00881423366666667,-0.0869753761666667,-0.0227484426666667,0.00667817933333333,-0.013609782,-0.0250506065,0.0298279636666667,-0.121780388333333,0.0698093861666667,0.133436118666667,0.0525550573333333,0.0109925908333333,0.0101300505,-0.0083778345,-0.0287088525,0.021667767,-0.0397049676666667,0.0588184958333333,-0.0701401671666667,0
"2288","21227","2016",0,0,0,0,0,0,"Warren County, Kentucky",0.010943122,0.0483252556666667,-0.0514889753333333,-0.118583546666667,0.0279154501666667,-0.0148668398333333,0.0718540961666667,-0.105650011333333,0.0274641838333333,0.0228659783333333,0.0385962973333333,0.028919436,-0.0070061775,0.0108966626666667,0.0571324326666667,-0.0101853338333333,-0.0206077353333333,-0.0243158486666667,0.0659765078333333,0.0779191725,0.0423205255,-0.0542274745,-0.191295101,-0.0343380186666667,-0.0165473561666667,-0.0242610621666667,0
"2307","21235","2011",0,0,0,0,0,0,"Whitley County, Kentucky",0.000101378166666666,0.239945850166667,-1.516981826,0.203439538166667,-0.0145977461666667,0.176763924166667,-0.0993908336666667,0.0439837721666667,-0.0225475243333333,-0.0021932035,-0.247352303,-0.338573574166667,-0.00595948116666667,-0.00448683633333334,0.0785094871666667,-0.0614592371666667,0.0335747103333333,-0.330498311833333,-0.0323614525,0.103960326,-0.056506497,0.00270606183333334,-0.000363445333333323,-0.00420490566666666,-0.00600468,-0.0311861825,0
"2308","21235","2012",0,0,0,0,0,0,"Whitley County, Kentucky",-0.0169824478333333,0.432441565166667,0.445251211,-0.0476428338333333,0.0634955098333333,0.0236661821666667,0.00659080533333333,-0.0222720948333333,-0.0913797303333333,-0.1512849915,-0.208751488,-0.325926809166667,0.0763353368333333,0.0301734786666667,-0.0897612468333333,-0.0263768031666667,0.0430948133333333,0.0385584471666667,-0.1114043065,-0.154160755,-0.062904201,0.192202420833333,-0.0888258713333333,0.204550389333333,-0.029461648,0.0163149865,0
"2309","21235","2013",0,0,0,0,0,0.01109375,"Whitley County, Kentucky",-0.0102088288333333,-0.107959648833333,-1.480860153,0.0485513061666667,-0.00687592116666667,-0.0270170728333333,0.0193207813333333,0.0352763421666667,-0.0254973773333333,-0.0149213555,-0.247771787,0.0661419538333333,-0.0291510031666667,-0.0184684283333333,0.0162876491666667,-0.0200736471666667,-0.0402442976666667,-0.0312393758333333,0.000880785500000002,-0.028417154,0.003189596,0.0345359408333333,-0.0750780193333333,0.0189118743333333,0.021091141,-0.0497181595,0.044375
